5.503	414434	22.10
5.507	371220	19.80
5.510	323398	17.25
5.513	272148	14.51
5.517	226338	12.07
5.520	193059	10.29
5.523	168365	8.98
5.527	151485	8.08
5.530	141036	7.52
5.533	133823	7.14
5.537	126993	6.77
5.540	117944	6.29
5.543	107405	5.73
5.547	96914	5.17
5.550	86646	4.62
5.553	76441	4.08
5.557	66222	3.53
5.560	56354	3.01
5.563	46322	2.47
5.567	37519	2.00
5.570	31050	1.66
5.573	27150	1.45
5.577	26411	1.41
5.580	26969	1.44
5.583	27826	1.48
5.587	29782	1.59
5.590	31789	1.70
5.593	33302	1.78
5.597	34499	1.84
5.600	35468	1.89
5.603	37132	1.98
5.607	38575	2.06
5.610	38992	2.08
5.613	38123	2.03
5.617	35633	1.90
5.620	32794	1.75
5.623	30418	1.62
5.627	28513	1.52
5.630	27028	1.44
5.633	25597	1.36
5.637	23705	1.26
5.640	23259	1.24
5.643	23256	1.24
5.647	23382	1.25
5.650	23321	1.24
5.653	23129	1.23
5.657	22948	1.22
5.660	22731	1.21
5.663	22463	1.20
5.667	22260	1.19
5.670	22373	1.19
5.673	23159	1.23
5.677	24898	1.33
5.680	27035	1.44
5.683	28926	1.54
5.687	30767	1.64
5.690	32588	1.74
5.693	35177	1.88
5.697	37922	2.02
5.700	39853	2.13
5.703	42375	2.26
5.707	44689	2.38
5.710	45875	2.45
5.713	47367	2.53
5.717	48431	2.58
5.720	48575	2.59
5.723	48481	2.59
5.727	48094	2.56
5.730	46741	2.49
5.733	44972	2.40
5.737	42847	2.28
5.740	40591	2.16
5.743	39264	2.09
5.747	38147	2.03
5.750	37545	2.00
5.753	37540	2.00
5.757	38003	2.03
5.760	38899	2.07
5.763	39484	2.11
5.767	39725	2.12
5.770	40697	2.17
5.773	42968	2.29
5.777	45052	2.40
5.780	46436	2.48
5.783	47908	2.55
5.787	48645	2.59
5.790	48708	2.60
5.793	47669	2.54
5.797	44820	2.39
5.800	41110	2.19
5.803	37018	1.97
5.807	32258	1.72
5.810	29225	1.56
5.813	27514	1.47
5.817	27381	1.46
5.820	27459	1.46
5.823	29065	1.55
5.827	31316	1.67
5.830	33948	1.81
5.833	36800	1.96
5.837	39298	2.10
5.840	41338	2.20
5.843	41828	2.23
5.847	41535	2.21
5.850	40323	2.15
5.853	38742	2.07
5.857	36770	1.96
5.860	34519	1.84
5.863	32611	1.74
5.867	31083	1.66
5.870	30520	1.63
5.873	30326	1.62
5.877	30467	1.62
5.880	30769	1.64
5.883	31543	1.68
5.887	33893	1.81
5.890	36639	1.95
5.893	39249	2.09
5.897	42007	2.24
5.900	45342	2.42
5.903	48232	2.57
5.907	51286	2.73
5.910	53951	2.88
5.913	55423	2.96
5.917	57768	3.08
5.920	61225	3.26
5.923	66120	3.53
5.927	73534	3.92
5.930	83763	4.47
5.933	96444	5.14
5.937	111932	5.97
5.940	130454	6.96
5.943	148903	7.94
5.947	166537	8.88
5.950	185614	9.90
5.953	203210	10.84
5.957	216746	11.56
5.960	231767	12.36
5.963	256209	13.66
5.967	295167	15.74
5.970	355217	18.94
5.973	435191	23.21
5.977	524929	27.99
5.980	627854	33.48
5.983	750510	40.02
5.987	881510	47.01
5.990	1007860	53.74
5.993	1122460	59.86
5.997	1217693	64.93
6.000	1302718	69.47
6.003	1387558	73.99
6.007	1457780	77.74
6.010	1512238	80.64
6.013	1563078	83.35
6.017	1605295	85.60
6.020	1643106	87.62
6.023	1668270	88.96
6.027	1632606	87.06
6.030	1492697	79.60
6.033	1216938	64.89
6.037	824554	43.97
6.040	449631	23.98
6.043	214276	11.43
6.047	109425	5.84
6.050	69743	3.72
6.053	54246	2.89
6.057	48094	2.56
6.060	48129	2.57
6.063	57744	3.08
6.067	78152	4.17
6.070	110640	5.90
6.073	150834	8.04
6.077	191374	10.21
6.080	226214	12.06
6.083	248778	13.27
6.087	257259	13.72
6.090	252999	13.49
6.093	237425	12.66
6.097	221107	11.79
6.100	214365	11.43
6.103	219270	11.69
6.107	232295	12.39
6.110	247538	13.20
6.113	253031	13.49
6.117	245372	13.08
6.120	226169	12.06
6.123	194473	10.37
6.127	158935	8.48
6.130	128538	6.85
6.133	104611	5.58
6.137	87790	4.68
6.140	77621	4.14
6.143	70621	3.77
6.147	65514	3.49
6.150	65179	3.48
6.153	67636	3.61
6.157	71165	3.79
6.160	76678	4.09
6.163	82377	4.39
6.167	87728	4.68
6.170	92692	4.94
6.173	98274	5.24
6.177	104636	5.58
6.180	109335	5.83
6.183	110253	5.88
6.187	109610	5.85
6.190	107970	5.76
6.193	105061	5.60
6.197	102917	5.49
6.200	99956	5.33
6.203	97893	5.22
6.207	92717	4.94
6.210	84881	4.53
6.213	76303	4.07
6.217	68250	3.64
6.220	62249	3.32
6.223	58489	3.12
6.227	57652	3.07
6.230	58584	3.12
6.233	62238	3.32
6.237	68384	3.65
6.240	77623	4.14
6.243	88952	4.74
6.247	103742	5.53
6.250	121513	6.48
6.253	140726	7.50
6.257	163109	8.70
6.260	187977	10.02
6.263	211124	11.26
6.267	230993	12.32
6.270	243273	12.97
6.273	245213	13.08
6.277	235225	12.54
6.280	215201	11.48
6.283	188326	10.04
6.287	157760	8.41
6.290	127079	6.78
6.293	99692	5.32
6.297	77423	4.13
6.300	62140	3.31
6.303	52849	2.82
6.307	46992	2.51
6.310	42033	2.24
6.313	38122	2.03
6.317	34850	1.86
6.320	34386	1.83
6.323	36073	1.92
6.327	40801	2.18
6.330	47057	2.51
6.333	55779	2.97
6.337	65021	3.47
6.340	74282	3.96
6.343	81172	4.33
6.347	84418	4.50
6.350	84723	4.52
6.353	84047	4.48
6.357	81174	4.33
6.360	78183	4.17
6.363	75467	4.02
6.367	73218	3.90
6.370	73787	3.93
6.373	75888	4.05
6.377	76770	4.09
6.380	75512	4.03
6.383	72580	3.87
6.387	67479	3.60
6.390	59480	3.17
6.393	49670	2.65
6.397	40795	2.18
6.400	34282	1.83
6.403	31424	1.68
6.407	34039	1.82
6.410	43532	2.32
6.413	61632	3.29
6.417	88378	4.71
6.420	125819	6.71
6.423	173918	9.27
6.427	226050	12.05
6.430	275511	14.69
6.433	320268	17.08
6.437	354371	18.90
6.440	367156	19.58
6.443	357108	19.04
6.447	329999	17.60
6.450	288098	15.36
6.453	239113	12.75
